scorer,josh,josh,josh,josh,josh,josh,josh,josh,josh,josh,josh,josh,josh,josh,josh,josh,josh,josh
bodyparts,eye,eye,eye,sacrum,sacrum,sacrum,hip,hip,hip,knee,knee,knee,ankle,ankle,ankle,foot,foot,foot
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,,,,,,,,,,,,,,,,15.872249053414189,3.232527375655782,14.110404516440086
1,,,,,,,,,,,,,,,,15.87142436650289,3.230551561983207,14.109795187449375
2,,,,,,,,,,,,,,,,15.87384227516238,3.2306001492938026,14.109650927028603
3,,,,,,,,,,,,,,,,15.872807365268566,3.2293956423978463,14.111664503225615
4,,,,,,,,,,,,,,,,15.873104510559356,3.23432701089475,14.110999237539941
5,,,,,,,,,,,,,,,,15.873996271556642,3.2323974966614792,14.115043242656368
6,,,,,,,,,,,,,,,,15.877213907548299,3.2348623992974272,14.11951641352472
7,,,,,,,,,,,,,,,,15.87703735591133,3.234903972423103,14.117712139748162
8,,,,,,,,,,,,,,,,15.875943694126532,3.2352066809246356,14.118563315997623
9,,,,,,,,,,,,,,,,15.8750973353119,3.236993680495683,14.11926114890371
10,,,,,,,,,,,,,,,,15.872809106529106,3.2383272937268734,14.117800195350128
11,,,,,,,,,,,,,,,,15.871663091230616,3.236907254975221,14.115548557930738
12,,,,,,,,,,,,,,,,15.87405754465696,3.235226197050136,14.114210330647083
13,,,,,,,,,,,,,,,,15.875057991402286,3.2364595987091787,14.1140726016715
14,,,,,,,,,,,,,,,,15.87652234074657,3.2397053956349433,14.11296854966546
15,,,,,,,,,,,,,16.552607161506916,4.364439946427918,18.889455532839623,15.872110166288625,3.238143151257632,14.112956184906789
16,,,,,,,,,,,,,,,,15.873204025365169,3.239177321341271,14.113544450686973
17,,,,,,,,,,,,,,,,15.873154532377216,3.2380714380774513,14.109198951968882
18,,,,,,,,,,,,,,,,15.874579721738224,3.237602521637154,14.111562322923943
19,,,,,,,,,,,,,16.555814059959275,4.369384399839156,18.888913579924562,15.875088083806387,3.23489326510239,14.109479294446265
20,,,,,,,,,,,,,16.559162049879568,4.36757692151635,18.88652706507566,15.877245018508882,3.2409787363775897,14.108863515435232
21,,,,,,,,,,,,,16.562307750177993,4.364067207285156,18.889947961627346,15.87481407177879,3.239809974411197,14.105616042558706
22,,,,,,,,,,,,,16.558408279571175,4.366278931481285,18.887581995234708,15.872442625750196,3.2422765497904784,14.108181586349522
23,,,,,,,,,,,,,16.56570412377365,4.365160488698042,18.885151773653604,15.868047838792787,3.2416204685423873,14.108363838326685
24,,,,,,,,,,,,,16.563118370804503,4.364721940768576,18.872165303295308,15.875733014927977,3.246846127691151,14.118554901089611
25,,,,,,,,,,,,,16.561843178776794,4.366978192600965,18.870542386196504,15.878382281038451,3.247085347703171,14.117888072675408
26,,,,,,,,,,,,,16.563544447082798,4.364916668352239,18.86108396684798,15.876876861668284,3.247219863891562,14.114520746508603
27,,,,,,,,,,,,,16.56719371996671,4.366308544857683,18.863965967148438,15.87656297437953,3.2473717106052327,14.11105829482852
28,,,,,,,,,,,,,16.57037567387275,4.366042755414778,18.865898924039545,15.874567611485793,3.2471262093807147,14.113476091485918
